iter	RMSE
1688	188087.7321
1689	187986.8161
1690	187912.3195
1691	187848.2985
1692	187790.5933
1693	187716.0834
1694	187698.4204
1695	187613.3943
1696	187509.5569
1697	187466.3106
1698	187397.1521
1699	187321.9005
1700	187241.0827
1701	187129.5393
1702	187054.588
1703	186973.4064
1704	186917.4643
1705	186891.7594
1706	186856.6437
1707	186793.6969
1708	186685.8018
1709	186589.8656
1710	186579.5295
1711	186521.1175
1712	186494.2469
1713	186398.926
1714	186302.0659
1715	186243.329
1716	186183.2394
1717	186081.4505
1718	186024.3419
1719	185961.5688
1720	185862.9303
1721	185770.4318
1722	185670.3939
1723	185586.8078
1724	185470.2875
1725	185379.791
1726	185312.6935
1727	185220.1304
1728	185191.4286
1729	185156.2734
1730	185060.3033
1731	184989.9949
1732	184904.8702
1733	184823.7466
1734	184748.3201
1735	184734.8214
1736	184660.2033
1737	184577.3222
1738	184480.945
1739	184354.5713
1740	184252.8199
1741	184204.6705
1742	184121.0021
1743	184020.658
1744	183939.1663
1745	183821.21
1746	183796.8324
1747	183707.86
1748	183645.012
1749	183584.3472
1750	183498.3452
1751	183383.8197
1752	183316.1762
1753	183275.7667
1754	183171.2926
1755	183122.3476
1756	183034.8197
1757	182966.2167
1758	182888.3478
1759	182834.0888
1760	182769.8511
1761	182711.7645
1762	182677.366
1763	182608.2688
1764	182542.189
1765	182481.4972
1766	182368.6276
1767	182278.8438
1768	182227.6444
1769	182172.6013
1770	182108.9601
1771	182024.1676
1772	181970.5853
1773	181894.9696
1774	181826.1104
1775	181746.6225
1776	181643.822
1777	181576.7533
1778	181484.5061
1779	181459.2839
1780	181382.1919
1781	181348.2873
1782	181318.5484
1783	181242.7486
1784	181188.6041
1785	181164.036
1786	181070.387
1787	180995.0719
1788	180898.8794
1789	180844.5022
1790	180783.2314
1791	180738.4774
1792	180723.0977
1793	180697.013
1794	180640.3494
1795	180517.5976
1796	180459.3831
1797	180390.7879
1798	180267.4065
1799	180148.7141
1800	180093.3707
1801	180008.26
1802	179948.8656
1803	179866.6206
1804	179801.1277
1805	179730.3902
1806	179674.1442
1807	179612.9523
1808	179562.081
1809	179458.5995
1810	179399.4391
1811	179381.9664
1812	179301.496
1813	179239.3408
1814	179169.9765
1815	179124.2954
1816	179080.711
1817	178973.5949
1818	178899.3598
1819	178843.3727
1820	178771.45
1821	178699.1568
1822	178634.4199
1823	178587.8538
1824	178523.9405
1825	178428.5944
1826	178355.554
1827	178288.7325
1828	178214.8381
1829	178171.7406
1830	178092.8577
1831	177995.4179
1832	177984.0603
1833	177977.2894
1834	177921.3661
1835	177846.8048
1836	177754.7341
1837	177703.9365
1838	177643.7364
1839	177583.0352
1840	177486.3994
1841	177395.5217
1842	177361.3965
1843	177300.536
1844	177162.4317
1845	177082.1823
1846	177018.4445
1847	176920.3519
1848	176846.9327
1849	176789.7275
1850	176720.8786
1851	176692.6884
1852	176632.2243
1853	176579.2978
1854	176509.1592
1855	176398.3235
1856	176341.2769
1857	176334.8316
1858	176202.5426
1859	176146.7231
1860	176052.7305
1861	175983.529
1862	175960.9347
1863	175898.7943
1864	175802.6287
1865	175724.1264
1866	175637.7725
1867	175557.1376
1868	175445.1591
1869	175380.7986
1870	175318.5301
1871	175224.0902
1872	175130.8232
1873	175094.0866
1874	175007.3751
1875	174965.3772
1876	174910.2595
1877	174810.1243
1878	174786.3508
1879	174720.715
1880	174633.5094
1881	174555.9789
1882	174493.1547
1883	174400.6844
1884	174284.4244
1885	174249.4151
1886	174167.7429
1887	174134.039
1888	174061.7116
1889	174047.158
1890	173957.9805
1891	173896.6149
1892	173823.4823
1893	173749.865
1894	173720.1763
1895	173685.9998
1896	173634.7385
1897	173590.0652
1898	173559.7519
1899	173455.2096
1900	173390.4019
1901	173348.4532
1902	173255.1918
1903	173184.8862
1904	173124.6869
1905	173061.0354
1906	172978.1014
1907	172956.121
1908	172882.7856
1909	172803.5719
1910	172710.269
1911	172613.1949
1912	172562.056
1913	172516.8309
1914	172490.1445
1915	172480.9404
1916	172408.3085
1917	172360.0383
1918	172301.365
1919	172256.5877
1920	172208.5019
1921	172124.3084
1922	172053.7307
1923	171973.8632
1924	171906.916
1925	171851.2354
1926	171763.0914
1927	171679.6465
1928	171647.5259
1929	171592.6409
1930	171528.0821
1931	171414.1939
1932	171355.5035
1933	171246.2072
1934	171155.385
1935	171074.2132
1936	170995.2251
1937	170938.146
1938	170845.7978
1939	170780.3164
1940	170729.5201
1941	170641.05
1942	170592.7465
1943	170520.136
1944	170457.3738
1945	170379.7988
1946	170296.9192
1947	170226.408
1948	170151.51
1949	170044.0518
1950	169982.137
1951	169903.6863
1952	169827.9515
1953	169750.0835
1954	169671.4801
1955	169653.5828
1956	169588.7838
1957	169549.9059
1958	169501.7029
1959	169436.4087
1960	169343.6715
1961	169298.2785
1962	169219.8225
1963	169142.5515
1964	169053.0987
1965	168992.0911
1966	168914.1238
1967	168848.6512
1968	168742.6316
1969	168689.1882
1970	168636.4335
1971	168566.7765
1972	168520.6746
1973	168457.6626
1974	168405.584
1975	168335.9949
1976	168271.9838
1977	168243.7715
1978	168169.9357
1979	168104.0637
1980	168046.0153
1981	167986.047
1982	167935.4387
1983	167866.7609
1984	167751.5204
1985	167687.1239
1986	167663.3477
1987	167626.3382
1988	167553.678
1989	167493.8269
1990	167437.3488
1991	167370.4062
1992	167285.6775
1993	167259.616
1994	167190.3614
1995	167146.2972
1996	167074.3973
1997	167001.0405
1998	166959.1795
1999	166917.044
